P_CUSTOMER_NAME,P_FROM_DATE,P_TO_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,UNAPPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE
,,,"Tata Asset Management",202474,QC12-KA,"QC - AXIS BANK - 8329",CMS2515731335,13-04-2022,189150,189150,0,INR,APP
,,,"Pouring Pounds India",201985,QC12-KA,"QC - AXIS BANK - 8329",CMS2515747599,13-04-2022,975000,975000,0,INR,APP
,,,"Endurance International Group (India)",70228,QC12-KA,"QC - AXIS BANK - 8329",CMS2515977072,13-04-2022,11250,11250,0,INR,APP
,,,"Work Advantage",202759,QC12-KA,"QC - AXIS BANK - 8329",CMS2516062990,13-04-2022,1918000,1918000,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2516066404,13-04-2022,167484.45,167484.45,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2516066429,13-04-2022,77377.39,77377.39,0,INR,APP
,,,"Motilal Oswalfinancial Services",67116,QC12-KA,"QC - AXIS BANK - 8329",CMS2516335069,13-04-2022,438060,438060,0,INR,APP
,,,"Budli Internet",200449,QC12-KA,"QC - AXIS BANK - 8329",CMS2516352144,13-04-2022,1001,1001,0,INR,APP
,,,"Manipal Technologies",201577,QC12-KA,"QC - AXIS BANK - 8329",FBBT221036415583,13-04-2022,400000,400000,0,INR,APP
,,,"Stokaa Commercio",202411,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041360956537,13-04-2022,300000,300000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041360975469,13-04-2022,5000000,5000000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041360980917,13-04-2022,5000000,5000000,0,INR,APP
,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041360988801,13-04-2022,300000,300000,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361075816,13-04-2022,254759.33,254759.33,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361075821,13-04-2022,1485268.48,1485268.48,0,INR,APP
,,,"New Fones 4 U",201752,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361079916,13-04-2022,500000,500000,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361084430,13-04-2022,398929.47,398929.47,0,INR,APP
,,,"Reward360 Global Services",13004,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361113879,13-04-2022,1000000,1000000,0,INR,APP
,,,"Reward360 Global Services",202140,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361119290,13-04-2022,500000,500000,0,INR,APP
,,,"H S Enterprises",201094,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361130358,13-04-2022,500000,500000,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361176670,13-04-2022,2500000,2500000,0,INR,APP
,,,"Youfirst Ventures",202788,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361178868,13-04-2022,286825,286825,0,INR,APP
,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361178896,13-04-2022,300000,300000,0,INR,APP
,,,"Telenova Services",55008,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361182134,13-04-2022,265000,265000,0,INR,APP
,,,"Youfirst Ventures",202788,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361188089,13-04-2022,245438,245438,0,INR,APP
,,,"Wishery Online Private Limited",67115,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361201688,13-04-2022,120000000,120000000,0,INR,APP
,,,"Wishery Online Private Limited",67115,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361220093,13-04-2022,80000000,80000000,0,INR,APP
,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361237367,13-04-2022,200000,200000,0,INR,APP
,,,"Reward 360",202135,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361242447,13-04-2022,550563,550563,0,INR,APP
,,,"Nowapps Technologies",201776,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022041361250607,13-04-2022,2000000,2000000,0,INR,APP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103417538,13-04-2022,26452261.11,26452261.11,0,INR,APP
,,,"Imi Mobile",201223,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103461005,13-04-2022,310814,310814,0,INR,APP
,,,"Samsung R&D Institute India",202229,QC12-KA,"QC - AXIS BANK - 9303",HSBCN22103466461,13-04-2022,7410,7410,0,INR,APP
,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103660763,13-04-2022,13370000,13370000,0,INR,APP
,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103660769,13-04-2022,12000000,12000000,0,INR,APP
,,,"Amazon Seller Services",200177,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103660773,13-04-2022,210000000,210000000,0,INR,APP
,,,"Odessa Solutions",201813,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103751440,13-04-2022,1033535,1033535,0,INR,APP
,,,"Tata Unistore",202486,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103834292,13-04-2022,6100000,6100000,0,INR,APP
,,,"Tata Unistore",202486,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103834298,13-04-2022,4000000,4000000,0,INR,APP
,,,"Wishery Online Private Limited",72012,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103838271,13-04-2022,4999900,4999900,0,INR,APP
,,,"Amazon Seller Services",200191,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22103840038,13-04-2022,444330,444330,0,INR,APP
,,,"Lifestyle International",201485,QC12-KA,"QC - AXIS BANK - 9303",HSBCR22022041315856465,13-04-2022,221657.78,221657.78,0,INR,APP
,,,"Prexo Trading",202004,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022041300008319,13-04-2022,500000,500000,0,INR,APP
,,,"Apollo Tyres",200228,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022041300010590,13-04-2022,6372576,6372576,0,INR,APP
,,,"A R Landcraft",200019,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022041300016243,13-04-2022,297000,297000,0,INR,APP
,,,Nearbuy.Com,201730,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022041300018559,13-04-2022,768673.51,768673.51,0,INR,APP
,,,"Join Commerce",201354,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300508693,13-04-2022,500000,500000,0,INR,APP
,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300510196,13-04-2022,1000000,1000000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300510625,13-04-2022,1062240,1062240,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300511541,13-04-2022,18254400,18254400,0,INR,APP
,,,Goapptiv,201026,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300514266,13-04-2022,1000000,1000000,0,INR,APP
,,,"Celia Enterprises LLP",55124,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300523312,13-04-2022,850000,850000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300523976,13-04-2022,460320,460320,0,INR,APP
,,,"Cloud Tech Enterprises",52016,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300526567,13-04-2022,700000,700000,0,INR,APP
,,,"Nxtify Technologies",201798,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300532224,13-04-2022,500000,500000,0,INR,APP
,,,"Celia Enterprises LLP",55124,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300534844,13-04-2022,650000,650000,0,INR,APP
,,,"Next Gen Mobiles",52041,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300536502,13-04-2022,1500000,1500000,0,INR,APP
,,,"Cheeni Labs",200515,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300538747,13-04-2022,492250,492250,0,INR,APP
,,,"Nxtify Technologies",201798,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300542486,13-04-2022,300000,300000,0,INR,APP
,,,"Raipur Mobile",18132,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300543536,13-04-2022,1000000,1000000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300547162,13-04-2022,402548,402548,0,INR,APP
,,,"Global Garner Sales Services",201011,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300548251,13-04-2022,1000000,1000000,0,INR,APP
,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300548475,13-04-2022,2872320,2872320,0,INR,APP
,,,"Celia Enterprises LLP",55124,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022041300552750,13-04-2022,411000,411000,0,INR,APP
,,,"Trulearn Spaces",64020,QC12-KA,"QC - AXIS BANK - 8329",IDFBH22103259949,13-04-2022,20000,20000,0,INR,APP
,,,"Mnf Electronics Solution",201658,QC12-KA,"QC - AXIS BANK - 8329",IDIBH22103387831,13-04-2022,100000,100000,0,INR,APP
,,,"Abhira Mobile Technologies",200034,QC12-KA,"QC - AXIS BANK - 8329",IDIBH22103479037,13-04-2022,300000,300000,0,INR,APP
,,,"Zeitgeist Retail Private Limited",4036,QC12-KA,"QC - AXIS BANK - 8329",INDBN13048631323,13-04-2022,147282,147282,0,INR,APP
,,,EEEDINDIA,35036,QC12-KA,"QC - AXIS BANK - 8329",INDBN13048713576,13-04-2022,999999,999999,0,INR,APP
,,,"Saluto Wellness",202214,QC12-KA,"QC - AXIS BANK - 8329",INDBN13048719662,13-04-2022,520342,520342,0,INR,APP
,,,"Axis Bank",200300,QC12-KA,"QC - AXIS BANK - 8329",IPR1423232.1,13-04-2022,700,700,0,INR,APP
,,,"Axis Bank",200300,QC12-KA,"QC - AXIS BANK - 8329",IPR1423265.1,13-04-2022,19250,19250,0,INR,APP
,,,"Axis Bank",200300,QC12-KA,"QC - AXIS BANK - 8329",IPR1423270.1,13-04-2022,43750,43750,0,INR,APP
,,,"Axis Bank",200300,QC12-KA,"QC - AXIS BANK - 8329",IPR1423280.1,13-04-2022,13650,13650,0,INR,APP
,,,"Rebel Marketplace",37013,QC12-KA,"QC - AXIS BANK - 8329",KKBK221036131941,13-04-2022,300000,300000,0,INR,APP
,,,"S C Global Business Services",202401,QC12-KA,"QC - AXIS BANK - 8329",KKBK221036272342,13-04-2022,99461,99461,0,INR,APP
,,,"TRICON INFOTECH",70213,QC12-KA,"QC - AXIS BANK - 8329",KKBK221036272597,13-04-2022,18000,18000,0,INR,APP
,,,"Motivforce Marketing & Incentives",201688,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22103639063,13-04-2022,176694,176694,0,INR,APP
,,,"Kotak Mahindra Bank",201424,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22103773454,13-04-2022,8815,8815,0,INR,APP
,,,"Bhanix Finance And Investment",35076,QC12-KA,"QC - AXIS BANK - 8329",KKBKR22022041300351722,13-04-2022,1000000,1000000,0,INR,APP
,,,"Bhanix Finance And Investment",200363,QC12-KA,"QC - AXIS BANK - 8329",KKBKR22022041300351736,13-04-2022,3000000,3000000,0,INR,APP
,,,"Garagepreneurs Internet",200957,QC12-KA,"QC - AXIS BANK - 8329",KKBKR22022041300363540,13-04-2022,6000000,6000000,0,INR,APP
,,,"Goniteo Enterprise",201046,QC12-KA,"QC - AXIS BANK - 8329",KKBKR52022041300677344,13-04-2022,202125,202125,0,INR,APP
,,,Ksquare,201446,QC12-KA,"QC - AXIS BANK - 8329",KKBKR52022041300756610,13-04-2022,300000,300000,0,INR,APP
,,,"Strides Commerce",202417,QC12-KA,"QC - AXIS BANK - 8329",KVBLR52022041369052329,13-04-2022,1000000,1000000,0,INR,APP
,,,"Zaggle Prepaid Ocean Services",202801,QC12-KA,"QC - AXIS BANK - 8329",N103221133021022,13-04-2022,8088,8088,0,INR,APP
,,,"Finnovation Tech Solutions",200873,QC12-KA,"QC - AXIS BANK - 8329",N103221133023267,13-04-2022,20000000,20000000,0,INR,APP
,,,"Finnovation Tech Solutions",200878,QC12-KA,"QC - AXIS BANK - 8329",N103221133024448,13-04-2022,15000000,15000000,0,INR,APP
,,,Phonepe,201954,QC12-KA,"QC - AXIS BANK - 8329",N103221133353145,13-04-2022,5217805,5217805,0,INR,APP
,,,"PhonePe Private Limited",4038,QC12-KA,"QC - AXIS BANK - 8329",N103221133353865,13-04-2022,244942.7,244942.7,0,INR,APP
,,,"Zaggle Prepaid Ocean Services",72023,QC12-KA,"QC - AXIS BANK - 8329",N103221133466869,13-04-2022,2850000,2850000,0,INR,APP
,,,"Yes Bank",202781,QC12-KA,"QC - AXIS BANK - 8329",N103221133687786,13-04-2022,2865,2865,0,INR,APP
,,,"Yes Bank",202781,QC12-KA,"QC - AXIS BANK - 8329",N103221133689660,13-04-2022,94545,94545,0,INR,APP
,,,"DNEG India Media Services",71053,QC12-KA,"QC - AXIS BANK - 8329",N103221133758773,13-04-2022,22500,22500,0,INR,APP
,,,"Pgenie India",201944,QC12-KA,"QC - AXIS BANK - 8329",N103221134742625,13-04-2022,80410,80410,0,INR,APP
,,,"Jet Privilege",201344,QC12-KA,"QC - AXIS BANK - 8329",N103221916102740,13-04-2022,8000000,8000000,0,INR,APP
,,,"T7E Aftermarket Connect",202456,QC12-KA,"QC - AXIS BANK - 8329",N103221916145938,13-04-2022,158700,158700,0,INR,APP
,,,"Kifayati Ecommerce",201404,QC12-KA,"QC - AXIS BANK - 8329",N103221916204765,13-04-2022,200000,200000,0,INR,APP
,,,"Bargain Technologies",200328,QC12-KA,"QC - AXIS BANK - 8329",N103221916227748,13-04-2022,3360000,3360000,0,INR,APP
,,,"Flickstree Productions Pvt Ltd",4018,QC12-KA,"QC - AXIS BANK - 8329",N103221916282916,13-04-2022,500000,500000,0,INR,APP
,,,"Tvs Credit Services",7025,QC12-KA,"QC - AXIS BANK - 8329",N103221916374376,13-04-2022,9540,9540,0,INR,APP
,,,"Tvs Credit Services",7025,QC12-KA,"QC - AXIS BANK - 8329",N103221916378291,13-04-2022,14550,14550,0,INR,APP
,,,"Tvs Credit Services",7025,QC12-KA,"QC - AXIS BANK - 8329",N103221916388674,13-04-2022,9540,9540,0,INR,APP
,,,"Univarsal Brand Promotions",202644,QC12-KA,"QC - AXIS BANK - 8329",N103221916427177,13-04-2022,360937.5,360937.5,0,INR,APP
,,,Sellebrate,202276,QC12-KA,"QC - AXIS BANK - 8329",N103221916436319,13-04-2022,23405,23405,0,INR,APP
,,,"Tvs Credit Services",7025,QC12-KA,"QC - AXIS BANK - 8329",N103221916477121,13-04-2022,14550,14550,0,INR,APP
,,,"Zingoy Rewards",202819,QC12-KA,"QC - AXIS BANK - 8329",N103221916520166,13-04-2022,3000000,3000000,0,INR,APP
,,,"Hicare Services",201145,QC12-KA,"QC - AXIS BANK - 8329",N103221916527930,13-04-2022,29250,29250,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",N103221916530396,13-04-2022,9550000,9550000,0,INR,APP
,,,"Zingoy Rewards",202822,QC12-KA,"QC - AXIS BANK - 8329",N103221916540747,13-04-2022,100000,100000,0,INR,APP
,,,"HAPEMP Services",41035,QC12-KA,"QC - AXIS BANK - 8329",N103221916584969,13-04-2022,7720,7720,0,INR,APP
,,,"Nexus Innovative Solutions",201759,QC12-KA,"QC - AXIS BANK - 8329",N103221916594512,13-04-2022,182875,182875,0,INR,APP
,,,"Nreach Online Services",201779,QC12-KA,"QC - AXIS BANK - 8329",N103221916614904,13-04-2022,2600000,2600000,0,INR,APP
,,,"Redgirraffe Ecommerce India",202102,QC12-KA,"QC - AXIS BANK - 8329",N103221916642828,13-04-2022,31809.53,31809.53,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916704922,13-04-2022,181107.26,181107.26,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916709119,13-04-2022,48.96,48.96,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916709970,13-04-2022,65981.98,65981.98,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916710019,13-04-2022,14539.8,14539.8,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916716852,13-04-2022,3775.12,3775.12,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916717252,13-04-2022,50,50,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916717936,13-04-2022,135524.81,135524.81,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N103221916721269,13-04-2022,1890.14,1890.14,0,INR,APP
,,,"Bhajanlal Commercial",200362,QC12-KA,"QC - AXIS BANK - 8329",N103221916742551,13-04-2022,96800,96800,0,INR,APP
,,,"Bhajanlal Commercial",60026,QC12-KA,"QC - AXIS BANK - 8329",N103221916746350,13-04-2022,150000,150000,0,INR,APP
,,,Sellebrate,202276,QC12-KA,"QC - AXIS BANK - 8329",N103221916795478,13-04-2022,400,400,0,INR,APP
,,,"Zenixo Global Innovation Systems",70124,QC12-KA,"QC - AXIS BANK - 8329",N103221916801868,13-04-2022,140650,140650,0,INR,APP
,,,"Tajonline India",202459,QC12-KA,"QC - AXIS BANK - 8329",N103221916886469,13-04-2022,3840,3840,0,INR,APP
,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N103221916886481,13-04-2022,500000,500000,0,INR,APP
,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N103221916886483,13-04-2022,500000,500000,0,INR,APP
,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N103221916886486,13-04-2022,500000,500000,0,INR,APP
,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N103221916886488,13-04-2022,500000,500000,0,INR,APP
,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N103221916886496,13-04-2022,400000,400000,0,INR,APP
,,,"GMR Kannur Duty Free Services",71022,QC12-KA,"QC - AXIS BANK - 8329",N103221916912024,13-04-2022,76000,76000,0,INR,APP
,,,"NEOPERKS MARKETING SOLUTIONS PRIVATE LIMITED",52061,QC12-KA,"QC - AXIS BANK - 8329",N103221916985713,13-04-2022,48500,48500,0,INR,APP
,,,"Mahindra Holidays & Resorts India",201557,QC12-KA,"QC - AXIS BANK - 8329",N103221917034910,13-04-2022,477351.87,477351.87,0,INR,APP
,,,"Arvind Smartspaces",73012,QC12-KA,"QC - AXIS BANK - 8329",N103221917271829,13-04-2022,55500,55500,0,INR,APP
,,,"Hdfc Ergo Health Insurance",201120,QC12-KA,"QC - AXIS BANK - 8329",N103221917316219,13-04-2022,292185,292185,0,INR,APP
,,,"Tvs Credit Services",202621,QC12-KA,"QC - AXIS BANK - 8329",N103221917437161,13-04-2022,35887.5,,,INR,UNAPP
,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N103221917596123,13-04-2022,21178.85,21178.85,0,INR,APP
,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N103221917596126,13-04-2022,61307.35,61307.35,0,INR,APP
,,,"Reward 360",202135,QC12-KA,"QC - AXIS BANK - 8329",N103221917612790,13-04-2022,235515,235515,0,INR,APP
,,,"Reward360 Global Services",32005,QC12-KA,"QC - AXIS BANK - 8329",N103221917612818,13-04-2022,855106,855106,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",N103221917653359,13-04-2022,19100000,19100000,0,INR,APP
,,,"Engauge India",73018,QC12-KA,"QC - AXIS BANK - 8329",N103221917746608,13-04-2022,21178,21178,0,INR,APP
,,,"Tvs Logistics Services",202625,QC12-KA,"QC - AXIS BANK - 8329",N103221917780901,13-04-2022,5880,5880,0,INR,APP
,,,"Avin Systems",73005,QC12-KA,"QC - AXIS BANK - 8329",N103221917831515,13-04-2022,34000,34000,0,INR,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329","ONE MOBIKWIK SY",13-04-2022,440,440,0,INR,APP
,,,"Airlink Pty Ltd",52066,QC12-KA,"QC - SCB - 5312",OP06062204080071,13-04-2022,20000,20000,0,EUR,APP
,,,"Darpan Enterprises",200643,QC12-KA,"QC - AXIS BANK - 8329",P103220164080029,13-04-2022,50191.54,50191.54,0,INR,APP
,,,"Kumaran Systems",70189,QC12-KA,"QC - AXIS BANK - 8329",P103220164127761,13-04-2022,94806,94806,0,INR,APP
,,,"Kochar Infotech Limited",70016,QC12-KA,"QC - AXIS BANK - 8329",PUNBH22103292867,13-04-2022,8500,8500,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM221032401855,13-04-2022,3113.88,3113.88,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM221032426704,13-04-2022,6505.73,6505.73,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTMR22022041300289595,13-04-2022,1053293.64,1053293.64,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22103325884,13-04-2022,1000000,1000000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22103371202,13-04-2022,700000,700000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22103387233,13-04-2022,700000,700000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22103445173,13-04-2022,600000,600000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22103488588,13-04-2022,800000,800000,0,INR,APP
,,,"Elevatoz Loyalty-Offline",200779,QC12-KA,"QC - AXIS BANK - 8329",SBIN222103818382,13-04-2022,952410,952410,0,INR,APP
,,,"Shyam Steel Manufacturing",67054,QC12-KA,"QC - AXIS BANK - 8329",SBIN322103621799,13-04-2022,955000,955000,0,INR,APP
,,,"Tvs Motor Company",202623,QC12-KA,"QC - AXIS BANK - 8329",SBIN322103736916,13-04-2022,50440,50440,0,INR,APP
,,,"Vision Mobiles",202703,QC12-KA,"QC - AXIS BANK - 8329",SBINR52022041378122279,13-04-2022,1000000,1000000,0,INR,APP
,,,"Dreamplug Technologies New",200710,QC12-KA,"QC - AXIS BANK - 8329",SIN31436Q0037205,13-04-2022,97500,97500,0,INR,APP
,,,"Phi Seeds",201950,QC12-KA,"QC - AXIS BANK - 8329",SNG01540Q0332511,13-04-2022,10152929.64,10152929.64,0,INR,APP
,,,"E.I. Dupont Services Centre India",200593,QC12-KA,"QC - AXIS BANK - 8329",SNG01540R0088587,13-04-2022,86565,86565,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000243605775,14-04-2022,500000,500000,0,INR,APP
,,,"Axis Bank",152792,SE26-IND,BTPL-AxisBank-3007,183255,14-04-2022,146499.72,146499.72,0,INR,APP
,,,"Axis Bank",152792,SE26-IND,BTPL-AxisBank-3007,183256,14-04-2022,93123.72,93123.72,0,INR,APP
,,,"Electronica Finance Ltd",152832,SE26-IND,BTPL-ICICI-1112-Domestic,183257,14-04-2022,20062,,,INR,UNAPP
,,,Channelplay,200507,QC12-KA,"QC - AXIS BANK - 8329",204146338350,14-04-2022,1092550,1092550,0,INR,APP
,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",204146458886,14-04-2022,1320000,1320000,0,INR,APP
,,,"Samast Technologies",202218,QC12-KA,"QC - AXIS BANK - 8329",204146458887,14-04-2022,2474600,2474600,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",210400153GN00092,14-04-2022,10019701,10019701,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",210400154GN00001,14-04-2022,852926,852926,0,INR,APP
,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",210400305GN00001,14-04-2022,111469.71,111469.71,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",210400376GN00001,14-04-2022,12871799,12871799,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",210400405GN00176,14-04-2022,11599172,11599172,0,INR,APP
,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",210400467GN00332,14-04-2022,59915.85,59915.85,0,INR,APP
,,,"Amazon Pay (India)",200130,QC12-KA,"QC - AXIS BANK - 8329",210400568GN00493,14-04-2022,8169952.83,8169952.83,0,INR,APP
,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",210400607GN00003,14-04-2022,900250.2,900250.2,0,INR,APP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",210400775GN00102,14-04-2022,17836344.7,17836344.7,0,INR,APP
,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",210416184752,14-04-2022,200000,200000,0,INR,APP
,,,"Trade7 Enterprise",202587,QC12-KA,"QC - AXIS BANK - 8329",210422770689,14-04-2022,100000,100000,0,INR,APP
,,,"Excellent Global Endeavors LLP",4053,QC12-KA,"QC - AXIS BANK - 8329",25-509006367-1,14-04-2022,125000,125000,0,INR,APP
,,,"Slcs Enterprises (Opc)",202338,QC12-KA,"QC - AXIS BANK - 8329",25-509111870-1,14-04-2022,768000,768000,0,INR,APP
,,,"As Enterprise",200269,QC12-KA,"QC - AXIS BANK - 8329",25-509112423-1,14-04-2022,100000,100000,0,INR,APP
,,,"Sakshi Electronics",202210,QC12-KA,"QC - AXIS BANK - 8329",25-509125350-1,14-04-2022,99998,99998,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",25-509140103-1,14-04-2022,1465050,1465050,0,INR,APP
,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",25-509178513-1,14-04-2022,400000,400000,0,INR,APP
,,,"Relcube India",202109,QC12-KA,"QC - AXIS BANK - 8329",25-509192717-1,14-04-2022,50000,50000,0,INR,APP
,,,"Orpid Smart Tech",201860,QC12-KA,"QC - AXIS BANK - 8329",25-509202826-1,14-04-2022,200000,200000,0,INR,APP
,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",25-509207739-1,14-04-2022,400000,400000,0,INR,APP
